review_id,sentence_id,sentence_text,target,category,polarity,from,to
683,683:1,أقدر بالفعل ما قدموه لكن انطباعي هو أن شيئًا لم يتغير بعد الشكوى. أتقدم بالشكر إلى السيد/ رامي محمد مدير خدمة الغرف على كل جهوده لحل المشكلة بطريقة مهنية وأتمنى له الأفضل.,مدير خدمة الغرف,SERVICE#GENERAL,neutral,100,115
541,541:0,مسموع جداً، ولا يستحق المال  لقد قرأت التعليقات على موقع تريب أدفايزور وفكرت أن هذا المكان يبدو رائعاً بهذا السعر...,المكان,LOCATION#GENERAL,positive,84,90
541,541:1,ولكن الغرف مسموعة جداً، لذا فإذا كان لدى جارك هاتف محمول يرن أو عندما يتكلمون فيمكنك سماعهم - كما أنهم يقومون بالتنظيف بواسطة المكنسة الكهربائية الساعة 9 صباحاً، وهذا ليس مزيج جيد.,الغرف,ROOMS#GENERAL,negative,5,10
2261,2261:1,موقع ملائم،,موقع,LOCATION#GENERAL,positive,0,4
2261,2261:2,موظفون متعاونون،,موظفون,SERVICE#GENERAL,positive,0,6
2261,2261:3,المدخل مبهج بما فيه من حديقه,المدخل,FACILITIES#DESIGN_FEATURES,positive,0,6
2261,2261:4,"ولكن الممرات وغرفتنا في حالة سيئة جدا، (في حاجة إلى الطلاء، وسجاد جديد، وقاعدة مرحاض جديدة .. الخ,).",الممرات,FACILITIES#GENERAL,negative,5,12
2261,2261:4,"ولكن الممرات وغرفتنا في حالة سيئة جدا، (في حاجة إلى الطلاء، وسجاد جديد، وقاعدة مرحاض جديدة .. الخ,).",غرفت,ROOMS#GENERAL,negative,14,18
2261,2261:4,"ولكن الممرات وغرفتنا في حالة سيئة جدا، (في حاجة إلى الطلاء، وسجاد جديد، وقاعدة مرحاض جديدة .. الخ,).",سجاد,ROOMS#DESIGN_FEATURES,negative,61,65
2261,2261:4,"ولكن الممرات وغرفتنا في حالة سيئة جدا، (في حاجة إلى الطلاء، وسجاد جديد، وقاعدة مرحاض جديدة .. الخ,).",قاعدة مرحاض,ROOMS_AMENITIES#QUALITY,negative,73,84
2261,2261:5,الغرفة عموما تبدو نظيفة ولكن من غير المريح الإقامة فيها حيث إنها متهالكة جدا (الأمر الذي لا يمكن رؤيته من الصور الموجودة على شبكة الإنترنت).,الغرفة,ROOMS#CLEANLINESS,positive,0,6
2261,2261:6,أيضا، وفي ظل أن الممرات في حالة ظلام دامس ووجود صندوق القمامة بجوار غرفة النوم كان مسألة كريهة بصفة خاصة. وأنا على يقين من أنه يمكن الحصول على قيمة أفضل للمال في مكان آخر.,الممرات,FACILITIES#DESIGN_FEATURES,negative,16,23
2261,2261:6,أيضا، وفي ظل أن الممرات في حالة ظلام دامس ووجود صندوق القمامة بجوار غرفة النوم كان مسألة كريهة بصفة خاصة. وأنا على يقين من أنه يمكن الحصول على قيمة أفضل للمال في مكان آخر.,صندوق القمامة,ROOMS#MISCELLANEOUS,negative,48,61
1083,1083:0,"فندقنا المفضل  فندق امبريال هو كمنزلي. الفندق المفضل لديّ في أي مكان,",فندقنا,HOTEL#GENERAL,positive,0,6
1083,1083:0,"فندقنا المفضل  فندق امبريال هو كمنزلي. الفندق المفضل لديّ في أي مكان,",الفندق,LOCATION#GENERAL,positive,39,45
1083,1083:1,موقع رائع وفريق عمل ممتاز وشاطئ وحمامات سباحة ممتعة,موقع,LOCATION#GENERAL,positive,0,4
1083,1083:1,موقع رائع وفريق عمل ممتاز وشاطئ وحمامات سباحة ممتعة,فريق,SERVICE#GENERAL,positive,11,15
1083,1083:1,موقع رائع وفريق عمل ممتاز وشاطئ وحمامات سباحة ممتعة,شاطئ,FACILITIES#GENERAL,positive,27,31
1083,1083:1,موقع رائع وفريق عمل ممتاز وشاطئ وحمامات سباحة ممتعة,حمامات سباحة,FACILITIES#GENERAL,positive,33,45
1083,1083:2,الإفطار عبارة عن وليمة كل يوم مع تنوع مدهش. جرب الأناناس الممتاز مقابل 50 بات من البائعين على الشاطئ,الإفطار,FOOD_DRINKS#STYLE_OPTIONS,positive,0,7
1083,1083:3,الموقع ممتاز على شاطئ الرمال البيضاء مع استراحات شاطئ وجلسات مساج ممتازة على الشاطئ. على بعد 10 دقائق فقط من مركز شاوينج.,الموقع,LOCATION#GENERAL,positive,0,6
1083,1083:3,الموقع ممتاز على شاطئ الرمال البيضاء مع استراحات شاطئ وجلسات مساج ممتازة على الشاطئ. على بعد 10 دقائق فقط من مركز شاوينج.,استراحات,FACILITIES#GENERAL,positive,40,48
1083,1083:3,الموقع ممتاز على شاطئ الرمال البيضاء مع استراحات شاطئ وجلسات مساج ممتازة على الشاطئ. على بعد 10 دقائق فقط من مركز شاوينج.,وجلسات مساج,FACILITIES#QUALITY,positive,54,65
1083,1083:3,الموقع ممتاز على شاطئ الرمال البيضاء مع استراحات شاطئ وجلسات مساج ممتازة على الشاطئ. على بعد 10 دقائق فقط من مركز شاوينج.,مركز شاوينج,FACILITIES#GENERAL,positive,109,120
222,222:0,فيلا روزا  فندق صغير لطيف في منطقة تراستيفير. هناك توصيلات جيدة بقطار الكابل إلى وسط المدينة. غرف الفندق كانت لطيفة ومرتبة، إلا أنه عند أخذ حمام كان الحمام يصبح مغمورًا بالماء بالكامل. الغرفة أيضًا لم تكن بها ثلاجة. بشكل إجمالي كان الفندق يستحق الإقامة. فريق عمل جيد، وكل شيء. أوصي به.,فندق,HOTEL#DESIGN_FEATURES,neutral,11,15
222,222:0,فيلا روزا  فندق صغير لطيف في منطقة تراستيفير. هناك توصيلات جيدة بقطار الكابل إلى وسط المدينة. غرف الفندق كانت لطيفة ومرتبة، إلا أنه عند أخذ حمام كان الحمام يصبح مغمورًا بالماء بالكامل. الغرفة أيضًا لم تكن بها ثلاجة. بشكل إجمالي كان الفندق يستحق الإقامة. فريق عمل جيد، وكل شيء. أوصي به.,غرف,ROOMS#GENERAL,positive,94,97
222,222:0,فيلا روزا  فندق صغير لطيف في منطقة تراستيفير. هناك توصيلات جيدة بقطار الكابل إلى وسط المدينة. غرف الفندق كانت لطيفة ومرتبة، إلا أنه عند أخذ حمام كان الحمام يصبح مغمورًا بالماء بالكامل. الغرفة أيضًا لم تكن بها ثلاجة. بشكل إجمالي كان الفندق يستحق الإقامة. فريق عمل جيد، وكل شيء. أوصي به.,الحمام,ROOMS#GENERAL,negative,149,155
222,222:0,فيلا روزا  فندق صغير لطيف في منطقة تراستيفير. هناك توصيلات جيدة بقطار الكابل إلى وسط المدينة. غرف الفندق كانت لطيفة ومرتبة، إلا أنه عند أخذ حمام كان الحمام يصبح مغمورًا بالماء بالكامل. الغرفة أيضًا لم تكن بها ثلاجة. بشكل إجمالي كان الفندق يستحق الإقامة. فريق عمل جيد، وكل شيء. أوصي به.,فريق عمل,SERVICE#GENERAL,neutral,254,262
746,746:0,بالفعل كانت تجربة رائعة ومتميزة من حيث الاستقبال او مكان الإقامة او الترحاب من وقت القدوم وحتي الرحيل بالفعل هناك مدي بعيد من الخصوصية والرفاهية,الاستقبال,SERVICE#GENERAL,positive,39,48
746,746:0,بالفعل كانت تجربة رائعة ومتميزة من حيث الاستقبال او مكان الإقامة او الترحاب من وقت القدوم وحتي الرحيل بالفعل هناك مدي بعيد من الخصوصية والرفاهية,مكان الإقامة,ROOMS#QUALITY,positive,52,64
119,119:0,فندق اكثر من رائع مكثت في هذا الفندق لمدة 9 ايام الخدمة ممتازة والمنطقة التي يوجد بها الفندق هادئة ويوجد في المنطقة مطاعم تايلندية رائعة وانصح اي مسافر بالمكوث في هذا الفندق,فندق,HOTEL#GENERAL,positive,0,4
119,119:0,فندق اكثر من رائع مكثت في هذا الفندق لمدة 9 ايام الخدمة ممتازة والمنطقة التي يوجد بها الفندق هادئة ويوجد في المنطقة مطاعم تايلندية رائعة وانصح اي مسافر بالمكوث في هذا الفندق,الخدمة,SERVICE#GENERAL,positive,49,55
119,119:0,فندق اكثر من رائع مكثت في هذا الفندق لمدة 9 ايام الخدمة ممتازة والمنطقة التي يوجد بها الفندق هادئة ويوجد في المنطقة مطاعم تايلندية رائعة وانصح اي مسافر بالمكوث في هذا الفندق,مطاعم تايلندية,FACILITIES#GENERAL,positive,116,130
119,119:1,ستجد الموظفين بالفندق رائعين ويساعدوا النزيل باي خدمة تريدها مرحين,الموظفين,SERVICE#GENERAL,positive,5,13
1302,1302:0,صغير ورائع لم يكن فندق في الحقيقة وانما بيت لعائلة جميلة جدا ورائعة,فندق,HOTEL#GENERAL,positive,18,22
1302,1302:1,كانو في الادب والاخلاق والاحترام مع علمي بانه عندما يكةن الحجز غير قابل للاسترداد فانه لايمكن تغيير والغاء الحجز قمت بالحجز يومها وتفاجأت بانني اخطأت في التاريخ وعند مهاتفتي الفندق لم يترددو في تعديل الحجز بدون مقابل شكرا لكم,الفندق,SERVICE#GENERAL,positive,174,180
1302,1302:2,اعجبتني الحديقة الصغيرة .. يوجد موقف للسيارات...قرب يوربا بارك,الحديقة,FACILITIES#GENERAL,positive,8,15
1302,1302:2,اعجبتني الحديقة الصغيرة .. يوجد موقف للسيارات...قرب يوربا بارك,موقف,FACILITIES#GENERAL,positive,32,36
2117,2117:0,ليس أربع نجوم الغرفة لم تكن نظيفة، وغرفة اللعب للأطفال بشعة، قدموا لنا مياه شرب مرة واحدة فقط في الغرفة.. والميني بار بشع.. الأثاث قديم.,الغرفة,ROOMS_AMENITIES#CLEANLINESS,negative,14,20
2117,2117:0,ليس أربع نجوم الغرفة لم تكن نظيفة، وغرفة اللعب للأطفال بشعة، قدموا لنا مياه شرب مرة واحدة فقط في الغرفة.. والميني بار بشع.. الأثاث قديم.,غرفة,ROOMS#DESIGN_FEATURES,negative,36,40
2117,2117:0,ليس أربع نجوم الغرفة لم تكن نظيفة، وغرفة اللعب للأطفال بشعة، قدموا لنا مياه شرب مرة واحدة فقط في الغرفة.. والميني بار بشع.. الأثاث قديم.,الأثاث,ROOMS_AMENITIES#QUALITY,negative,124,130
1752,1752:0,أشخاص رائعون ومتعاونون جداً، لم أرَ مثل هذه الخدمة في أي مكان,متعاونون,SERVICE#GENERAL,positive,14,22
1752,1752:0,أشخاص رائعون ومتعاونون جداً، لم أرَ مثل هذه الخدمة في أي مكان,الخدمة,SERVICE#GENERAL,positive,44,50
1752,1752:1,فى 3 يونيو نحن أبناء العموم جميعنا حجزنا جناحين في هذا الفندق. الطعام كان لطيفاً جداً للنباتيين كما أن فريق العمل يساعد كثيراً، المدير ستافيو ساعدنا كثيراً. فندق جيد ونظيف جداً وقريب جداً من الشاطئ,الطعام,FOOD_DRINKS#QUALITY,positive,63,69
1752,1752:1,فى 3 يونيو نحن أبناء العموم جميعنا حجزنا جناحين في هذا الفندق. الطعام كان لطيفاً جداً للنباتيين كما أن فريق العمل يساعد كثيراً، المدير ستافيو ساعدنا كثيراً. فندق جيد ونظيف جداً وقريب جداً من الشاطئ,فريق العمل,SERVICE#GENERAL,positive,103,113
1752,1752:1,فى 3 يونيو نحن أبناء العموم جميعنا حجزنا جناحين في هذا الفندق. الطعام كان لطيفاً جداً للنباتيين كما أن فريق العمل يساعد كثيراً، المدير ستافيو ساعدنا كثيراً. فندق جيد ونظيف جداً وقريب جداً من الشاطئ,المدير,SERVICE#GENERAL,positive,128,134
1752,1752:1,فى 3 يونيو نحن أبناء العموم جميعنا حجزنا جناحين في هذا الفندق. الطعام كان لطيفاً جداً للنباتيين كما أن فريق العمل يساعد كثيراً، المدير ستافيو ساعدنا كثيراً. فندق جيد ونظيف جداً وقريب جداً من الشاطئ,فندق,HOTEL#GENERAL,positive,57,61
1752,1752:1,فى 3 يونيو نحن أبناء العموم جميعنا حجزنا جناحين في هذا الفندق. الطعام كان لطيفاً جداً للنباتيين كما أن فريق العمل يساعد كثيراً، المدير ستافيو ساعدنا كثيراً. فندق جيد ونظيف جداً وقريب جداً من الشاطئ,الشاطئ,FACILITIES#GENERAL,positive,191,197
1752,1752:2,بالإقامة في هذا الفندق ستصبح رحلتك وكأنك في الجنة.,الفندق,HOTEL#GENERAL,positive,16,22
1836,1836:0,أقاموا فيها ليلة واحدة و كان إنطباعهم سيئاً، طاقم عمل سيئ ووقح،,طاقم عمل,SERVICE#GENERAL,negative,45,53
1836,1836:1,ديكورات قبيحة، قذر جداً.,ديكورات,ROOMS_AMENITIES#QUALITY,negative,0,7
1836,1836:2,أقمت هنا ليلة واحدة وهربت من المكان.,المكان,HOTEL#GENERAL,negative,29,35
1836,1836:3,طاقم العمل وقح، قديم، ديكورات قبيحة وتقنية سيئة،,طاقم العمل,SERVICE#GENERAL,negative,0,10
1836,1836:3,طاقم العمل وقح، قديم، ديكورات قبيحة وتقنية سيئة،,ديكورات,ROOMS_AMENITIES#QUALITY,negative,22,29
1836,1836:3,طاقم العمل وقح، قديم، ديكورات قبيحة وتقنية سيئة،,تقنية,SERVICE#GENERAL,negative,37,42
1836,1836:4,مكيف الهواء قد يتوقف أثناء الليل، قذر جداً (العديد من الحشرات)، لن أقيم هنا في هذا الفندق مرة أخرى.,مكيف الهواء,ROOMS_AMENITIES#QUALITY,negative,0,11
1836,1836:4,مكيف الهواء قد يتوقف أثناء الليل، قذر جداً (العديد من الحشرات)، لن أقيم هنا في هذا الفندق مرة أخرى.,الفندق,HOTEL#CLEANLINESS,negative,83,89
881,881:0,فندق هادئ وقريب من الحرم .,فندق,HOTEL#COMFORT,positive,0,4
881,881:0,فندق هادئ وقريب من الحرم .,الحرم,LOCATION#GENERAL,positive,19,24
881,881:1,خدمه رائعه تشعر وكانك الوحيد في الفندق .,خدمه,SERVICE#GENERAL,positive,0,4
881,881:2,الافطار كان متنوع لدرجة انه فاخر .,الافطار,FOOD_DRINKS#STYLE_OPTIONS,positive,0,7
881,881:3,لكن السجاد مستهلك والكنبات متسخه والسرير غير مريح !,السجاد,ROOMS_AMENITIES#QUALITY,negative,4,10
881,881:3,لكن السجاد مستهلك والكنبات متسخه والسرير غير مريح !,الكنبات,ROOMS_AMENITIES#CLEANLINESS,negative,19,26
881,881:3,لكن السجاد مستهلك والكنبات متسخه والسرير غير مريح !,السرير,ROOMS_AMENITIES#COMFORT,negative,34,40
881,881:5,للجناح رائحه غير مستحبه رائحه وكانك تدخل الى مبيت ناس ساكنين فيه شهر !,جناح,ROOMS#CLEANLINESS,negative,2,6
881,881:6,اتوقع للكنبات والسجاد هي مصدر الرائحه,كنبات,ROOMS_AMENITIES#CLEANLINESS,negative,8,13
881,881:6,اتوقع للكنبات والسجاد هي مصدر الرائحه,السجاد,ROOMS_AMENITIES#CLEANLINESS,negative,15,21
2209,2209:0,قرية سيئة جداً لقد قمت بالحجز و الاقامة في جراند بلازا و القرية رديئة جدا من حيث المعاملة و الطعام و كثرة الاعطال بالأجهزة بالغرف و عدم الاستجابة الفورية لشكاوي النزلاء,القرية,HOTEL#GENERAL,negative,57,63
2209,2209:0,قرية سيئة جداً لقد قمت بالحجز و الاقامة في جراند بلازا و القرية رديئة جدا من حيث المعاملة و الطعام و كثرة الاعطال بالأجهزة بالغرف و عدم الاستجابة الفورية لشكاوي النزلاء,الطعام,FOOD_DRINKS#QUALITY,negative,92,98
1463,1463:0,فريق عمل ودود، وموقع جيد لقد أقمت في فندق البدوي مع ابنتي في أثناء زيارة بتأشيرة تشغيل إلى القاهرة.,فريق عمل,SERVICE#GENERAL,positive,0,8
1463,1463:0,فريق عمل ودود، وموقع جيد لقد أقمت في فندق البدوي مع ابنتي في أثناء زيارة بتأشيرة تشغيل إلى القاهرة.,موقع,LOCATION#GENERAL,positive,16,20
1463,1463:1,استقبلونا بمشروب الكركديه اللذيذ وكان فريق العاملين ودود للغاية. كانت غرفتنا ذات حجم جيد وكان تكييف الهواء يعمل على نحو رائع (وكان هذا أمر هام حيث أننا في أغسطس). لقد كنا على بعد خطوات من المتحف المصري. أوصي بهذا النُزل لأي شخص يبحث عن مكان غير مكلف وبسيط ليقيم فيه.,فريق العاملين,SERVICE#GENERAL,positive,38,51
1463,1463:1,استقبلونا بمشروب الكركديه اللذيذ وكان فريق العاملين ودود للغاية. كانت غرفتنا ذات حجم جيد وكان تكييف الهواء يعمل على نحو رائع (وكان هذا أمر هام حيث أننا في أغسطس). لقد كنا على بعد خطوات من المتحف المصري. أوصي بهذا النُزل لأي شخص يبحث عن مكان غير مكلف وبسيط ليقيم فيه.,غرفتنا,ROOMS#DESIGN_FEATURES,positive,70,76
1463,1463:1,استقبلونا بمشروب الكركديه اللذيذ وكان فريق العاملين ودود للغاية. كانت غرفتنا ذات حجم جيد وكان تكييف الهواء يعمل على نحو رائع (وكان هذا أمر هام حيث أننا في أغسطس). لقد كنا على بعد خطوات من المتحف المصري. أوصي بهذا النُزل لأي شخص يبحث عن مكان غير مكلف وبسيط ليقيم فيه.,تكييف الهواء,ROOMS_AMENITIES#QUALITY,positive,94,106
675,675:0,استمتعت للغاية بورلدمارك ذي كاناديان  موقع ممتاز في منطقة وسط المدينة، بالقرب من مناطق الجذب الرئيسية، وأسواق الطعام، والمطاعم والمواصلات. مناظر خلابة، ليلاً ونهاراً، من نوافذ الشقة في الطابق ال 19.,موقع,LOCATION#GENERAL,positive,38,42
675,675:0,استمتعت للغاية بورلدمارك ذي كاناديان  موقع ممتاز في منطقة وسط المدينة، بالقرب من مناطق الجذب الرئيسية، وأسواق الطعام، والمطاعم والمواصلات. مناظر خلابة، ليلاً ونهاراً، من نوافذ الشقة في الطابق ال 19.,مناظر,LOCATION#GENERAL,positive,139,144
675,675:1,تصميم داخلي أنيق ومريح. فريق عمل ويندهام كان متعاون بشكل استثنائي في المكتب خلال إقامتنا التي استغرقت أسبوعاً. سنقيم هنا مرة أخرى بالتأكيد.,تصميم,HOTEL#DESIGN_FEATURES,positive,0,5
675,675:1,تصميم داخلي أنيق ومريح. فريق عمل ويندهام كان متعاون بشكل استثنائي في المكتب خلال إقامتنا التي استغرقت أسبوعاً. سنقيم هنا مرة أخرى بالتأكيد.,فريق عمل,SERVICE#GENERAL,positive,24,32
1677,1677:0,حضرت ندوة هنا فندق رائع وكانت إقامتي برعاية وزارة الصحة بالكامل. قابلت أصدقائي من المستشفى السابقة في نجران بالإضافة إلى ممارس تحكم تعقيم.,فندق,HOTEL#GENERAL,positive,14,18
1677,1677:1,كان الفندق صغيرًا لكن يقدم طعامًا وفيرًا. كانت وزارة الصحة سخية حيث حصلت على 7 ساعات تعليم طبي لهذه الندوة. وقد جمعت 83 ساعة تعليم طبي بينما كان المجلس السعودي يطلب 30 ساعة.,الفندق,HOTEL#DESIGN_FEATURES,negative,4,10
1677,1677:1,كان الفندق صغيرًا لكن يقدم طعامًا وفيرًا. كانت وزارة الصحة سخية حيث حصلت على 7 ساعات تعليم طبي لهذه الندوة. وقد جمعت 83 ساعة تعليم طبي بينما كان المجلس السعودي يطلب 30 ساعة.,طعامًا,FOOD_DRINKS#QUALITY,positive,27,33
1093,1093:0,منطقة الاسترخاء  مكان مختلف من مختلف النواحي. تحصل على رائحة نظيفة جداً من كل النواحي... وأفضل جزء فيه.. أنه لا توجد بقايا أدخنة فوق النكهات ، لا شيء يقفل نفسك عن الأكل.,مكان,FACILITIES#CLEANLINESS,positive,17,21
1093,1093:1,الطعام ممتاز. مستحيل أن ينتهي بك الأمر بمعدة معسرة... بشكل عام لا أستطيع التفكير في أي شيء أفضل في مانالي في نطاق هذا السعر. بحاجة إلى إيقاف سرعتها بالتعامل مع الأعمال الوقتية. ذلك هو العيب الوحيد.,الطعام,FOOD_DRINKS#QUALITY,positive,0,6
1093,1093:1,الطعام ممتاز. مستحيل أن ينتهي بك الأمر بمعدة معسرة... بشكل عام لا أستطيع التفكير في أي شيء أفضل في مانالي في نطاق هذا السعر. بحاجة إلى إيقاف سرعتها بالتعامل مع الأعمال الوقتية. ذلك هو العيب الوحيد.,السعر,HOTEL#PRICES,neutral,118,123
1963,1963:0,فندق جيد للمبيت,فندق,HOTEL#GENERAL,positive,0,4
1963,1963:1,فندق جيد و نظيف و مناسب لسعره يتناسب مع من فى خارج القاهره و يود المبيت بالقاهره نظيف,فندق,HOTEL#GENERAL,positive,0,4
1963,1963:2,و الخدمه جيده,الخدمه,SERVICE#GENERAL,positive,2,8
1963,1963:3,و لكن ليس به أى سبل للترفيه سوى حمام سباحه صغير جدا فى آخر دور و كان فارغ من المياه وقت الإقامه لمدة ليله بمناسبة العمل.,سبل للترفيه,HOTEL#MISCELLANEOUS,negative,16,27
1963,1963:3,و لكن ليس به أى سبل للترفيه سوى حمام سباحه صغير جدا فى آخر دور و كان فارغ من المياه وقت الإقامه لمدة ليله بمناسبة العمل.,حمام سباحه,FACILITIES#DESIGN_FEATURES,negative,32,42
1537,1537:0,فندق ليس جيداً جداً هذا فندق صغير فاخر. والشيء الجيد الوحيد في هذا الفندق هو أنه على الشاطئ مباشرة. الغرف ليست مريحة جداً، الطعام مقبول.,فندق,HOTEL#GENERAL,negative,0,4
1537,1537:0,فندق ليس جيداً جداً هذا فندق صغير فاخر. والشيء الجيد الوحيد في هذا الفندق هو أنه على الشاطئ مباشرة. الغرف ليست مريحة جداً، الطعام مقبول.,فندق,HOTEL#DESIGN_FEATURES,negative,24,28
1537,1537:0,فندق ليس جيداً جداً هذا فندق صغير فاخر. والشيء الجيد الوحيد في هذا الفندق هو أنه على الشاطئ مباشرة. الغرف ليست مريحة جداً، الطعام مقبول.,الشاطئ,FACILITIES#GENERAL,neutral,85,91
1537,1537:0,فندق ليس جيداً جداً هذا فندق صغير فاخر. والشيء الجيد الوحيد في هذا الفندق هو أنه على الشاطئ مباشرة. الغرف ليست مريحة جداً، الطعام مقبول.,الغرف,ROOMS#COMFORT,negative,100,105
1537,1537:0,فندق ليس جيداً جداً هذا فندق صغير فاخر. والشيء الجيد الوحيد في هذا الفندق هو أنه على الشاطئ مباشرة. الغرف ليست مريحة جداً، الطعام مقبول.,الطعام,FOOD_DRINKS#QUALITY,neutral,123,129
1537,1537:2,لا شيء مميز في هذا الفندق وأعتقد أن أسعاره مبالغ بها. أوصيك بأن تبحث عن فندق آخر أفضل بنفس السعر.,الفندق,HOTEL#GENERAL,negative,19,25
1537,1537:2,لا شيء مميز في هذا الفندق وأعتقد أن أسعاره مبالغ بها. أوصيك بأن تبحث عن فندق آخر أفضل بنفس السعر.,أسعاره,HOTEL#PRICES,negative,36,42
1108,1108:0,فندق رائع كل شئ كان ممتاز حسن المعاملة والغرف والفطور والسعر كان مناسبا بالنسبة للموقع وكان حسن الاستقبال وتلبية الطلبات بسرعة وأيضا أعجبني نظافة الفندق وموقعه لانه سهل الوصول إليه.,فندق,HOTEL#GENERAL,positive,0,4
1108,1108:0,فندق رائع كل شئ كان ممتاز حسن المعاملة والغرف والفطور والسعر كان مناسبا بالنسبة للموقع وكان حسن الاستقبال وتلبية الطلبات بسرعة وأيضا أعجبني نظافة الفندق وموقعه لانه سهل الوصول إليه.,المعاملة,SERVICE#GENERAL,positive,30,38
1108,1108:0,فندق رائع كل شئ كان ممتاز حسن المعاملة والغرف والفطور والسعر كان مناسبا بالنسبة للموقع وكان حسن الاستقبال وتلبية الطلبات بسرعة وأيضا أعجبني نظافة الفندق وموقعه لانه سهل الوصول إليه.,الغرف,ROOMS#GENERAL,positive,40,45
1108,1108:0,فندق رائع كل شئ كان ممتاز حسن المعاملة والغرف والفطور والسعر كان مناسبا بالنسبة للموقع وكان حسن الاستقبال وتلبية الطلبات بسرعة وأيضا أعجبني نظافة الفندق وموقعه لانه سهل الوصول إليه.,الفطور,FOOD_DRINKS#QUALITY,positive,47,53
1108,1108:0,فندق رائع كل شئ كان ممتاز حسن المعاملة والغرف والفطور والسعر كان مناسبا بالنسبة للموقع وكان حسن الاستقبال وتلبية الطلبات بسرعة وأيضا أعجبني نظافة الفندق وموقعه لانه سهل الوصول إليه.,السعر,HOTEL#PRICES,positive,55,60
1108,1108:0,فندق رائع كل شئ كان ممتاز حسن المعاملة والغرف والفطور والسعر كان مناسبا بالنسبة للموقع وكان حسن الاستقبال وتلبية الطلبات بسرعة وأيضا أعجبني نظافة الفندق وموقعه لانه سهل الوصول إليه.,الفندق,HOTEL#CLEANLINESS,positive,146,152
1108,1108:1,قريب من كل الأماكن مثل سوق واقف والكورنيش وغيرها. كان العاملين في الاستقبال ممتازين وأيضا الاداره من مسؤولين متعاونين جدا مثل المديرة و مسؤولة خدمة العملاء وأيضا العاملين في قسم الإفطار.,العاملين,SERVICE#GENERAL,positive,54,62
1108,1108:1,قريب من كل الأماكن مثل سوق واقف والكورنيش وغيرها. كان العاملين في الاستقبال ممتازين وأيضا الاداره من مسؤولين متعاونين جدا مثل المديرة و مسؤولة خدمة العملاء وأيضا العاملين في قسم الإفطار.,الاداره,SERVICE#GENERAL,positive,90,97
1667,1667:0,الخدمة ممتازه والموقع غاية في الروعه.. يطل الفندق على بحيرة النافورات وملاصق بسوق البحار في منطقة الداون تاون..مقابل برج خليفه .الفندق ب 6 طوابق ويحتوي على جميع الخدمات التي تقدمها فنادق 5 نجوم..الفندق قريب من دبي مول وهو لا يتعدى 4 دقائق مشيا ع الاقدام. تحيط بالفندق العشرات من المقاهي والمطاعم.,الخدمة,SERVICE#GENERAL,positive,0,6
1667,1667:0,الخدمة ممتازه والموقع غاية في الروعه.. يطل الفندق على بحيرة النافورات وملاصق بسوق البحار في منطقة الداون تاون..مقابل برج خليفه .الفندق ب 6 طوابق ويحتوي على جميع الخدمات التي تقدمها فنادق 5 نجوم..الفندق قريب من دبي مول وهو لا يتعدى 4 دقائق مشيا ع الاقدام. تحيط بالفندق العشرات من المقاهي والمطاعم.,الموقع,LOCATION#GENERAL,positive,15,21
1667,1667:0,الخدمة ممتازه والموقع غاية في الروعه.. يطل الفندق على بحيرة النافورات وملاصق بسوق البحار في منطقة الداون تاون..مقابل برج خليفه .الفندق ب 6 طوابق ويحتوي على جميع الخدمات التي تقدمها فنادق 5 نجوم..الفندق قريب من دبي مول وهو لا يتعدى 4 دقائق مشيا ع الاقدام. تحيط بالفندق العشرات من المقاهي والمطاعم.,بحيرة النافورات,LOCATION#GENERAL,positive,54,69
1667,1667:0,الخدمة ممتازه والموقع غاية في الروعه.. يطل الفندق على بحيرة النافورات وملاصق بسوق البحار في منطقة الداون تاون..مقابل برج خليفه .الفندق ب 6 طوابق ويحتوي على جميع الخدمات التي تقدمها فنادق 5 نجوم..الفندق قريب من دبي مول وهو لا يتعدى 4 دقائق مشيا ع الاقدام. تحيط بالفندق العشرات من المقاهي والمطاعم.,الخدمات,SERVICE#GENERAL,positive,161,168
1764,1764:0,مكان هادئ ويبعث على الاسترخاء ونظيف وودود ومرتب بصورة جيدة,مكان,LOCATION#GENERAL,positive,0,4
1764,1764:1,لقد استمتعت بالإقامة عند مارا .هي لم تكن هناك ولكن العاملين كانوا ودودون ومساعدون.,العاملين,SERVICE#GENERAL,positive,51,59
1764,1764:1,لقد استمتعت بالإقامة عند مارا .هي لم تكن هناك ولكن العاملين كانوا ودودون ومساعدون.,مساعدون,SERVICE#GENERAL,positive,74,81
1764,1764:2,أيضاً تناولنا وجبة رائعة في غرفة الطعام. وقد قمت بجولتين قام الفندق بترتيبهما وبالفعل يستحقان ذلك في رأيي. وحيث أنني أخطط لزيارة الأقصر مرة أخرى فإني أخطط للإقامة هنا عندئذ.,وجبة,FOOD_DRINKS#QUALITY,positive,14,18
1764,1764:2,أيضاً تناولنا وجبة رائعة في غرفة الطعام. وقد قمت بجولتين قام الفندق بترتيبهما وبالفعل يستحقان ذلك في رأيي. وحيث أنني أخطط لزيارة الأقصر مرة أخرى فإني أخطط للإقامة هنا عندئذ.,غرفة الطعام,FACILITIES#GENERAL,positive,28,39
